state,date,positive cases
Maryland,2022-03-08,1005319
Maryland,2022-03-09,1005596
Maryland,2022-03-10,1005981
Maryland,2022-03-11,1006327
Maryland,2022-03-12,1006697
Maryland,2022-03-13,1006901
Maryland,2022-03-14,1007047
Maryland,2022-03-15,1007305
Maryland,2022-03-16,1007637
Maryland,2022-03-17,1008012
Maryland,2022-03-18,1008442
Maryland,2022-03-19,1008800
Maryland,2022-03-20,1009004
Maryland,2022-03-21,1009179
Maryland,2022-03-22,1009361
Maryland,2022-03-23,1009607
Maryland,2022-03-24,1009969
Maryland,2022-03-25,1010360
Maryland,2022-03-26,1010761
Maryland,2022-03-27,1010986
Maryland,2022-03-28,1011198
Maryland,2022-03-29,1011475
Maryland,2022-03-30,1011762
Maryland,2022-03-31,1012183
Maryland,2022-04-01,1012621
Maryland,2022-04-02,1012621
Maryland,2022-04-03,1012621
Maryland,2022-04-04,1013660
Maryland,2022-04-05,1013960
Maryland,2022-04-06,1014487
Maryland,2022-04-07,1014978
Maryland,2022-04-08,1015622
Maryland,2022-04-09,1015622
Maryland,2022-04-10,1015622
Maryland,2022-04-11,1017235
Maryland,2022-04-12,1017734
Maryland,2022-04-13,1018190
Maryland,2022-04-14,1018965
Maryland,2022-04-15,1019751
Maryland,2022-04-16,1019751
Maryland,2022-04-17,1019751
Maryland,2022-04-18,1020615
Maryland,2022-04-19,1022489
Maryland,2022-04-20,1023125
Maryland,2022-04-21,1024169
Maryland,2022-04-22,1025184
Maryland,2022-04-23,1025184
Maryland,2022-04-24,1025184
Maryland,2022-04-25,1026189
Maryland,2022-04-26,1028290
Maryland,2022-04-27,1029016
Maryland,2022-04-28,1030408
Maryland,2022-04-29,1031797
Maryland,2022-04-30,1031797
Maryland,2022-05-01,1031797
Maryland,2022-05-02,1033039
Maryland,2022-05-03,1035272
Maryland,2022-05-04,1036603
Maryland,2022-05-05,1038128
Maryland,2022-05-06,1040041
Maryland,2022-05-07,1040041
Maryland,2022-05-08,1040041
Maryland,2022-05-09,1041886
Maryland,2022-05-10,1045986
Maryland,2022-05-11,1047526
Maryland,2022-05-12,1049736
Maryland,2022-05-13,1052203
Maryland,2022-05-14,1052203
Maryland,2022-05-15,1052203
Maryland,2022-05-16,1054812
Maryland,2022-05-17,1060508
Maryland,2022-05-18,1062500
Maryland,2022-05-19,1065270
Maryland,2022-05-20,1068287
Maryland,2022-05-21,1068287
Maryland,2022-05-22,1068287
Maryland,2022-05-23,1070472
Maryland,2022-05-24,1076406
Maryland,2022-05-25,1078389
Maryland,2022-05-26,1081014
Maryland,2022-05-27,1083691
Maryland,2022-05-28,1083691
Maryland,2022-05-29,1083691
Maryland,2022-05-30,1083691
Maryland,2022-05-31,1085895
Maryland,2022-06-01,1093708
Maryland,2022-06-02,1093681
Maryland,2022-06-03,1096170
Maryland,2022-06-04,1096170
Maryland,2022-06-05,1096170
Maryland,2022-06-06,1098538
Maryland,2022-06-07,1102992
Maryland,2022-06-08,1104351
Maryland,2022-06-09,1106107
Maryland,2022-06-10,1107658
Maryland,2022-06-11,1107658
Maryland,2022-06-12,1107658
Maryland,2022-06-13,1109546
Maryland,2022-06-14,1112972
Maryland,2022-06-15,1114116
Maryland,2022-06-16,1115749
Maryland,2022-06-17,1117664
Maryland,2022-06-18,1117664
Maryland,2022-06-19,1117664
Maryland,2022-06-20,1117664
Maryland,2022-06-21,1119052
Maryland,2022-06-22,1123059
Maryland,2022-06-23,1124657
Maryland,2022-06-24,1126355
Maryland,2022-06-25,1126355
Maryland,2022-06-26,1126355
Maryland,2022-06-27,1127989
Maryland,2022-06-28,1131638
Maryland,2022-06-29,1133072
Maryland,2022-06-30,1134788
Maryland,2022-07-01,1136584
Maryland,2022-07-02,1136584
Maryland,2022-07-03,1136584
Maryland,2022-07-04,1136584
Maryland,2022-07-05,1138176
Maryland,2022-07-06,1142633
Maryland,2022-07-07,1143838
Maryland,2022-07-08,1145711
Maryland,2022-07-09,1145711
Maryland,2022-07-10,1145711
Maryland,2022-07-11,1147629
Maryland,2022-07-12,1151690
Maryland,2022-07-13,1153471
Maryland,2022-07-14,1155247
Maryland,2022-07-15,1157029
Maryland,2022-07-16,1157029
Maryland,2022-07-17,1157029
Maryland,2022-07-18,1158853
Maryland,2022-07-19,1162367
Maryland,2022-07-20,1164403
Maryland,2022-07-21,1166461
Maryland,2022-07-22,1168190
Maryland,2022-07-23,1168190
Maryland,2022-07-24,1168190
Maryland,2022-07-25,1170049
Maryland,2022-07-26,1174123
Maryland,2022-07-27,1175786
Maryland,2022-07-28,1177761
Maryland,2022-07-29,1179674
Maryland,2022-07-30,1179674
Maryland,2022-07-31,1179674
Maryland,2022-08-01,1181478
Maryland,2022-08-02,1185454
Maryland,2022-08-03,1186986
Maryland,2022-08-04,1188959
Maryland,2022-08-05,1190679
Maryland,2022-08-06,1190679
Maryland,2022-08-07,1190679
Maryland,2022-08-08,1192231
Maryland,2022-08-09,1196004
Maryland,2022-08-10,1197753
Maryland,2022-08-11,1199669
Maryland,2022-08-12,1201609
Maryland,2022-08-13,1201609
Maryland,2022-08-14,1201609
Maryland,2022-08-15,1203149
Maryland,2022-08-16,1206043
Maryland,2022-08-17,1207283
Maryland,2022-08-18,1209060
Maryland,2022-08-19,1210586
Maryland,2022-08-20,1210586
Maryland,2022-08-21,1210586
Maryland,2022-08-22,1211903
Maryland,2022-08-23,1214854
Maryland,2022-08-24,1215687
Maryland,2022-08-25,1217056
Maryland,2022-08-26,1218315
Maryland,2022-08-27,1218584
Maryland,2022-08-28,1218584
Maryland,2022-08-29,1219871
Maryland,2022-08-30,1222419
Maryland,2022-08-31,1223380
Maryland,2022-09-01,1224729
Maryland,2022-09-02,1225805
Maryland,2022-09-03,1225805
Maryland,2022-09-04,1225805
Maryland,2022-09-05,1225805
Maryland,2022-09-06,1226966
Maryland,2022-09-07,1229864
Maryland,2022-09-08,1230754
Maryland,2022-09-09,1232093
Maryland,2022-09-10,1232093
Maryland,2022-09-11,1232093
Maryland,2022-09-12,1233359
Maryland,2022-09-13,1235556
Maryland,2022-09-14,1236570
Maryland,2022-09-15,1237800
Maryland,2022-09-16,1239006
Maryland,2022-09-17,1239006
Maryland,2022-09-18,1239006
Maryland,2022-09-19,1239990
Maryland,2022-09-20,1241973
Maryland,2022-09-21,1242937
Maryland,2022-09-22,1244027
Maryland,2022-09-23,1244747
Maryland,2022-09-24,1244747
Maryland,2022-09-25,1244747
Maryland,2022-09-26,1246003
Maryland,2022-09-27,1247703
Maryland,2022-09-28,1248592
Maryland,2022-09-29,1249452
Maryland,2022-09-30,1250304
Maryland,2022-10-01,1250304
Maryland,2022-10-02,1250304
Maryland,2022-10-03,1251116
Maryland,2022-10-04,1252630
Maryland,2022-10-05,1253315
Maryland,2022-10-06,1254152
Maryland,2022-10-07,1254937
Maryland,2022-10-08,1254937
Maryland,2022-10-09,1254937
Maryland,2022-10-10,1254937
Maryland,2022-10-11,1255656
Maryland,2022-10-12,1257630
Maryland,2022-10-13,1258336
Maryland,2022-10-14,1259085
Maryland,2022-10-15,1259085
Maryland,2022-10-16,1259085
Maryland,2022-10-17,1259868
Maryland,2022-10-18,1261418
Maryland,2022-10-19,1262107
Maryland,2022-10-20,1262864
Maryland,2022-10-21,1263553
Maryland,2022-10-22,1263553
Maryland,2022-10-23,1263553
Maryland,2022-10-24,1264229
Maryland,2022-10-25,1265630
Maryland,2022-10-26,1266249
Maryland,2022-10-27,1267155
Maryland,2022-10-28,1268014
Maryland,2022-10-29,1268014
Maryland,2022-10-30,1268014
Maryland,2022-10-31,1268833
Maryland,2022-11-01,1270417
Maryland,2022-11-02,1271118
Maryland,2022-11-03,1272014
Maryland,2022-11-04,1272849
Maryland,2022-11-05,1272849
Maryland,2022-11-06,1272849
Maryland,2022-11-07,1273721
Maryland,2022-11-08,1273721
Maryland,2022-11-09,1275482
Maryland,2022-11-10,1276832
Maryland,2022-11-11,1276832
Maryland,2022-11-12,1276832
Maryland,2022-11-13,1276832
Maryland,2022-11-14,1277576
Maryland,2022-11-15,1279483
Maryland,2022-11-16,1280157
Maryland,2022-11-17,1280904
Maryland,2022-11-18,1281632
Maryland,2022-11-19,1281632
Maryland,2022-11-20,1281632
Maryland,2022-11-21,1282382
Maryland,2022-11-22,1283809
Maryland,2022-11-23,1284450
Maryland,2022-11-24,1284450
Maryland,2022-11-25,1284450
Maryland,2022-11-26,1284450
Maryland,2022-11-27,1284450
Maryland,2022-11-28,1285181
Maryland,2022-11-29,1287789
Maryland,2022-11-30,1288582
Maryland,2022-12-01,1289880
Virginia,2020-03-07,1
Virginia,2020-03-08,2
Virginia,2020-03-09,5
Virginia,2020-03-10,8
Virginia,2020-03-11,10
Virginia,2020-03-12,17
Virginia,2020-03-13,30
Virginia,2020-03-14,42
Virginia,2020-03-15,45
Virginia,2020-03-16,51
Virginia,2020-03-17,67
Virginia,2020-03-18,78
Virginia,2020-03-19,94
Virginia,2020-03-20,115
Virginia,2020-03-21,152
Virginia,2020-03-22,219
Virginia,2020-03-23,254
Virginia,2020-03-24,291
Virginia,2020-03-25,390
Virginia,2020-03-26,603
Virginia,2020-03-27,605
Virginia,2020-03-28,739
Virginia,2020-03-29,889
Virginia,2020-03-30,1020
Virginia,2020-03-31,1249
Virginia,2020-04-01,1511
Virginia,2020-04-02,1706
Virginia,2020-04-03,2011
Virginia,2020-04-04,2408
Virginia,2020-04-05,2636
Virginia,2020-04-06,2877
Virginia,2020-04-07,3332
Virginia,2020-04-08,3644
Virginia,2020-04-09,4041
Virginia,2020-04-10,4509
Virginia,2020-04-11,5076
Virginia,2020-04-12,5273
Virginia,2020-04-13,5746
Virginia,2020-04-14,6173
Virginia,2020-04-15,6502
Virginia,2020-04-16,6891
Virginia,2020-04-17,7492
Virginia,2020-04-18,8053
Virginia,2020-04-19,8536
Virginia,2020-04-20,8989
Virginia,2020-04-21,9629
Virginia,2020-04-22,10265
Virginia,2020-04-23,10999
Virginia,2020-04-24,11595
Virginia,2020-04-25,12365
Virginia,2020-04-26,12969
Virginia,2020-04-27,13534
Virginia,2020-04-28,14340
Virginia,2020-04-29,14963
Virginia,2020-04-30,15848
Virginia,2020-05-01,16903
Virginia,2020-05-02,17733
Virginia,2020-05-03,18673
Virginia,2020-05-04,19494
Virginia,2020-05-05,20258
Virginia,2020-05-06,20258
Virginia,2020-05-07,21570
Virginia,2020-05-08,22342
Virginia,2020-05-09,23196
Virginia,2020-05-10,24081
Virginia,2020-05-11,25070
Virginia,2020-05-12,25800
Virginia,2020-05-13,26746
Virginia,2020-05-14,27813
Virginia,2020-05-15,28672
Virginia,2020-05-16,29683
Virginia,2020-05-17,30388
Virginia,2020-05-18,31140
Virginia,2020-05-19,32145
Virginia,2020-05-20,32908
Virginia,2020-05-21,34137
Virginia,2020-05-22,34950
Virginia,2020-05-23,35749
Virginia,2020-05-24,36244
Virginia,2020-05-25,37727
Virginia,2020-05-26,39342
Virginia,2020-05-27,40249
Virginia,2020-05-28,41401
Virginia,2020-05-29,42533
Virginia,2020-05-30,43611
Virginia,2020-05-31,44607
Virginia,2020-06-01,45398
Virginia,2020-06-02,46239
Virginia,2020-06-03,46905
Virginia,2020-06-04,47856
Virginia,2020-06-05,48532
Virginia,2020-06-06,49397
Virginia,2020-06-07,50681
Virginia,2020-06-08,51251
Virginia,2020-06-09,51738
Virginia,2020-06-10,52177
Virginia,2020-06-11,52647
Virginia,2020-06-12,53211
Virginia,2020-06-13,53869
Virginia,2020-06-14,54506
Virginia,2020-06-15,54886
Virginia,2020-06-16,55331
Virginia,2020-06-17,55775
Virginia,2020-06-18,56238
Virginia,2020-06-19,56793
Virginia,2020-06-20,57443
Virginia,2020-06-21,57994
Virginia,2020-06-22,58465
Virginia,2020-06-23,58994
Virginia,2020-06-24,59514
Virginia,2020-06-25,59946
Virginia,2020-06-26,60570
Virginia,2020-06-27,61247
Virginia,2020-06-28,61736
Virginia,2020-06-29,62189
Virginia,2020-06-30,62787
Virginia,2020-07-01,63203
Virginia,2020-07-02,63735
Virginia,2020-07-03,64393
Virginia,2020-07-04,65109
Virginia,2020-07-05,65748
Virginia,2020-07-06,66102
Virginia,2020-07-07,66740
Virginia,2020-07-08,67375
Virginia,2020-07-09,67988
Virginia,2020-07-10,68931
Virginia,2020-07-11,69782
Virginia,2020-07-12,70670
Virginia,2020-07-13,71642
Virginia,2020-07-14,72443
Virginia,2020-07-15,73527
Virginia,2020-07-16,74431
Virginia,2020-07-17,75433
Virginia,2020-07-18,76373
Virginia,2020-07-19,77430
Virginia,2020-07-20,78375
Virginia,2020-07-21,79371
Virginia,2020-07-22,80393
Virginia,2020-07-23,81237
Virginia,2020-07-24,82364
Virginia,2020-07-25,83609
Virginia,2020-07-26,84567
Virginia,2020-07-27,86072
Virginia,2020-07-28,86994
Virginia,2020-07-29,87993
Virginia,2020-07-30,88904
Virginia,2020-07-31,89888
Virginia,2020-08-01,90801
Virginia,2020-08-02,91782
Virginia,2020-08-03,93106
Virginia,2020-08-04,94251
Virginia,2020-08-05,95049
Virginia,2020-08-06,95867
Virginia,2020-08-07,97882
Virginia,2020-08-08,99189
Virginia,2020-08-09,100086
Virginia,2020-08-10,100749
Virginia,2020-08-11,101745
Virginia,2020-08-12,102521
Virginia,2020-08-13,103622
Virginia,2020-08-14,104838
Virginia,2020-08-15,105750
Virginia,2020-08-16,106687
Virginia,2020-08-17,107421
Virginia,2020-08-18,108282
Virginia,2020-08-19,109019
Virginia,2020-08-20,109895
Virginia,2020-08-21,110860
Virginia,2020-08-22,112072
Virginia,2020-08-23,112966
Virginia,2020-08-24,113630
Virginia,2020-08-25,114635
Virginia,2020-08-26,115458
Virginia,2020-08-27,116579
Virginia,2020-08-28,117592
Virginia,2020-08-29,118809
Virginia,2020-08-30,119747
Virginia,2020-08-31,120594
Virginia,2020-09-01,121615
Virginia,2020-09-02,122542
Virginia,2020-09-03,123668
Virginia,2020-09-04,124779
Virginia,2020-09-05,125727
Virginia,2020-09-06,126926
Virginia,2020-09-07,127571
Virginia,2020-09-08,128407
Virginia,2020-09-09,129289
Virginia,2020-09-10,130525
Virginia,2020-09-11,131640
Virginia,2020-09-12,132940
Virginia,2020-09-13,133814
Virginia,2020-09-14,134571
Virginia,2020-09-15,135514
Virginia,2020-09-16,136359
Virginia,2020-09-17,137460
Virginia,2020-09-18,138702
Virginia,2020-09-19,139655
Virginia,2020-09-20,140511
Virginia,2020-09-21,141138
Virginia,2020-09-22,142010
Virginia,2020-09-23,142590
Virginia,2020-09-24,143492
Virginia,2020-09-25,144433
Virginia,2020-09-26,145408
Virginia,2020-09-27,146144
Virginia,2020-09-28,146593
Virginia,2020-09-29,147516
Virginia,2020-09-30,148271
Virginia,2020-10-01,148721
Virginia,2020-10-02,149687
Virginia,2020-10-03,150803
Virginia,2020-10-04,151870
Virginia,2020-10-05,152557
Virginia,2020-10-06,153182
Virginia,2020-10-07,153691
Virginia,2020-10-08,155535
Virginia,2020-10-09,156649
Virginia,2020-10-10,157905
Virginia,2020-10-11,158716
Virginia,2020-10-12,159570
Virginia,2020-10-13,160805
Virginia,2020-10-14,161610
Virginia,2020-10-15,162941
Virginia,2020-10-16,164124
Virginia,2020-10-17,165238
Virginia,2020-10-18,166138
Virginia,2020-10-19,166828
Virginia,2020-10-20,167754
Virginia,2020-10-21,168772
Virginia,2020-10-22,170104
Virginia,2020-10-23,171284
Virginia,2020-10-24,172372
Virginia,2020-10-25,173371
Virginia,2020-10-26,174275
Virginia,2020-10-27,175409
Virginia,2020-10-28,176754
Virginia,2020-10-29,178183
Virginia,2020-10-30,179639
Virginia,2020-10-31,181190
Virginia,2020-11-01,182392
Virginia,2020-11-02,183418
Virginia,2020-11-03,184679
Virginia,2020-11-04,185836
Virginia,2020-11-05,187202
Virginia,2020-11-06,188770
Virginia,2020-11-07,190873
Virginia,2020-11-08,192175
Virginia,2020-11-09,193477
Virginia,2020-11-10,194912
Virginia,2020-11-11,196506
Virginia,2020-11-12,198027
Virginia,2020-11-13,199262
Virginia,2020-11-14,200799
Virginia,2020-11-15,201960
Virginia,2020-11-16,204637
Virginia,2020-11-17,206762
Virginia,2020-11-18,208833
Virginia,2020-11-19,210787
Virginia,2020-11-20,213331
Virginia,2020-11-21,215679
Virginia,2020-11-22,217796
Virginia,2020-11-23,221038
Virginia,2020-11-24,223582
Virginia,2020-11-25,226300
Virginia,2020-11-26,228900
Virginia,2020-11-27,230444
Virginia,2020-11-28,233617
Virginia,2020-11-29,235942
Virginia,2020-11-30,237835
Virginia,2020-12-01,240063
Virginia,2020-12-02,242480
Virginia,2020-12-03,244503
Virginia,2020-12-04,247380
Virginia,2020-12-05,251173
Virginia,2020-12-06,255053
Virginia,2020-12-07,258870
Virginia,2020-12-08,262730
Virginia,2020-12-09,267128
Virginia,2020-12-10,271043
Virginia,2020-12-11,274438
Virginia,2020-12-12,278615
Virginia,2020-12-13,281909
Virginia,2020-12-14,285149
Virginia,2020-12-15,288309
Virginia,2020-12-16,292240
Virginia,2020-12-17,296093
Virginia,2020-12-18,299388
Virginia,2020-12-19,302972
Virginia,2020-12-20,306848
Virginia,2020-12-21,310890
Virginia,2020-12-22,314481
Virginia,2020-12-23,319133
Virginia,2020-12-24,323915
Virginia,2020-12-25,327993
Virginia,2020-12-26,329577
Virginia,2020-12-27,333576
Virginia,2020-12-28,336175
Virginia,2020-12-29,340297
Virginia,2020-12-30,344345
Virginia,2020-12-31,349584
Virginia,2021-01-01,354766
Virginia,2021-01-02,358755
Virginia,2021-01-03,363765
Virginia,2021-01-04,367536
Virginia,2021-01-05,371913
Virginia,2021-01-06,377300
Virginia,2021-01-07,382679
Virginia,2021-01-08,387917
Virginia,2021-01-09,393715
Virginia,2021-01-10,398856
Virginia,2021-01-11,403386
Virginia,2021-01-12,407947
Virginia,2021-01-13,412545
Virginia,2021-01-14,417839
Virginia,2021-01-15,422634
Virginia,2021-01-16,429391
Virginia,2021-01-17,439305
Virginia,2021-01-18,446550
Virginia,2021-01-19,451076
Virginia,2021-01-20,455591
Virginia,2021-01-21,459604
Virginia,2021-01-22,463751
Virginia,2021-01-23,468655
Virginia,2021-01-24,472447
Virginia,2021-01-25,478619
Virginia,2021-01-26,483326
Virginia,2021-01-27,488553
Virginia,2021-01-28,493674
Virginia,2021-01-29,497912
Virginia,2021-01-30,502221
Virginia,2021-01-31,504779
Virginia,2021-02-01,507640
Virginia,2021-02-02,510380
Virginia,2021-02-03,513339
Virginia,2021-02-04,516398
Virginia,2021-02-05,521467
Virginia,2021-02-06,526176
Virginia,2021-02-07,529125
Virginia,2021-02-08,530825
Virginia,2021-02-09,534116
Virginia,2021-02-10,537319
Virginia,2021-02-11,541018
Virginia,2021-02-12,544209
Virginia,2021-02-13,547424
Virginia,2021-02-14,549999
Virginia,2021-02-15,551538
Virginia,2021-02-16,553308
Virginia,2021-02-17,555592
Virginia,2021-02-18,557896
Virginia,2021-02-19,559930
Virginia,2021-02-20,561812
Virginia,2021-02-21,564115
Virginia,2021-02-22,565270
Virginia,2021-02-23,567039
Virginia,2021-02-24,568946
Virginia,2021-02-25,570982
Virginia,2021-02-26,572639
Virginia,2021-02-27,574314
Virginia,2021-02-28,576050
Virginia,2021-03-01,577174
Virginia,2021-03-02,578559
Virginia,2021-03-03,580108
Virginia,2021-03-04,581408
Virginia,2021-03-05,583060
Virginia,2021-03-06,584537
Virginia,2021-03-07,585700
Virginia,2021-03-08,586592
Virginia,2021-03-09,588129
Virginia,2021-03-10,589375
Virginia,2021-03-11,590625
Virginia,2021-03-12,592214
Virginia,2021-03-13,593562
Virginia,2021-03-14,594735
Virginia,2021-03-15,595865
Virginia,2021-03-16,597141
Virginia,2021-03-17,598468
Virginia,2021-03-18,600550
Virginia,2021-03-19,602182
Virginia,2021-03-20,603748
Virginia,2021-03-21,604908
Virginia,2021-03-22,605969
Virginia,2021-03-23,607234
Virginia,2021-03-24,608704
Virginia,2021-03-25,610263
Virginia,2021-03-26,612062
Virginia,2021-03-27,613974
Virginia,2021-03-28,615366
Virginia,2021-03-29,616509
Virginia,2021-03-30,617941
Virginia,2021-03-31,618976
Virginia,2021-04-01,620801
Virginia,2021-04-02,622339
Virginia,2021-04-03,623881
Virginia,2021-04-04,625148
Virginia,2021-04-05,626171
Virginia,2021-04-06,627605
Virginia,2021-04-07,629155
Virginia,2021-04-08,631083
Virginia,2021-04-09,632625
Virginia,2021-04-10,634325
Virginia,2021-04-11,635552
Virginia,2021-04-12,636862
Virginia,2021-04-13,638910
Virginia,2021-04-14,640211
Virginia,2021-04-15,641626
Virginia,2021-04-16,643220
Virginia,2021-04-17,644828
Virginia,2021-04-18,646133
Virginia,2021-04-19,647111
Virginia,2021-04-20,648347
Virginia,2021-04-21,649608
Virginia,2021-04-22,650981
Virginia,2021-04-23,652321
Virginia,2021-04-24,653326
Virginia,2021-04-25,654210
Virginia,2021-04-26,654929
Virginia,2021-04-27,656051
Virginia,2021-04-28,657160
Virginia,2021-04-29,658341
Virginia,2021-04-30,659590
Virginia,2021-05-01,660553
Virginia,2021-05-02,661314
Virginia,2021-05-03,661925
Virginia,2021-05-04,662696
Virginia,2021-05-05,663538
Virginia,2021-05-06,664394
Virginia,2021-05-07,665332
Virginia,2021-05-08,666111
Virginia,2021-05-09,666650
Virginia,2021-05-10,666986
Virginia,2021-05-11,667586
Virginia,2021-05-12,668147
Virginia,2021-05-13,668726
Virginia,2021-05-14,669219
Virginia,2021-05-15,669918
Virginia,2021-05-16,670192
Virginia,2021-05-17,670465
Virginia,2021-05-18,670854
Virginia,2021-05-19,671325
Virginia,2021-05-20,671916
Virginia,2021-05-21,672312
Virginia,2021-05-22,672793
Virginia,2021-05-23,673029
Virginia,2021-05-24,673105
Virginia,2021-05-25,673759
Virginia,2021-05-26,674082
Virginia,2021-05-27,674439
Virginia,2021-05-28,674843
Virginia,2021-05-29,675165
Virginia,2021-05-30,675392
Virginia,2021-05-31,675538
Virginia,2021-06-01,675597
Virginia,2021-06-02,675783
Virginia,2021-06-03,676041
Virginia,2021-06-04,676300
Virginia,2021-06-05,676586
Virginia,2021-06-06,676741
Virginia,2021-06-07,676831
Virginia,2021-06-08,677013
Virginia,2021-06-09,677210
Virginia,2021-06-10,677425
Virginia,2021-06-11,677530
Virginia,2021-06-12,677671
Virginia,2021-06-13,677744
Virginia,2021-06-14,677812
Virginia,2021-06-15,677949
Virginia,2021-06-16,678226
Virginia,2021-06-17,678392
Virginia,2021-06-18,678506
Virginia,2021-06-19,678595
Virginia,2021-06-20,678649
Virginia,2021-06-21,678765
Virginia,2021-06-22,678909
Virginia,2021-06-23,679137
Virginia,2021-06-24,679330
Virginia,2021-06-25,679472
Virginia,2021-06-26,679680
Virginia,2021-06-27,679828
Virginia,2021-06-28,679917
Virginia,2021-06-29,680065
Virginia,2021-06-30,680340
Virginia,2021-07-01,680564
Virginia,2021-07-02,680744
Virginia,2021-07-03,680904
Virginia,2021-07-04,681072
Virginia,2021-07-05,681194
Virginia,2021-07-06,681326
Virginia,2021-07-07,681599
Virginia,2021-07-08,681890
Virginia,2021-07-09,682147
Virginia,2021-07-10,682433
Virginia,2021-07-11,682673
Virginia,2021-07-12,682856
Virginia,2021-07-13,683202
Virginia,2021-07-14,683614
Virginia,2021-07-15,684054
Virginia,2021-07-16,684499
Virginia,2021-07-17,684499
Virginia,2021-07-18,684499
Virginia,2021-07-19,685485
Virginia,2021-07-20,686206
Virginia,2021-07-21,686884
Virginia,2021-07-22,687550
Virginia,2021-07-23,688300
Virginia,2021-07-24,688300
Virginia,2021-07-25,688300
Virginia,2021-07-26,690183
Virginia,2021-07-27,691018
Virginia,2021-07-28,692105
Virginia,2021-07-29,693206
Virginia,2021-07-30,694384
Virginia,2021-07-31,694384
Virginia,2021-08-01,694384
Virginia,2021-08-02,697939
Virginia,2021-08-03,699342
Virginia,2021-08-04,701059
Virginia,2021-08-05,702819
Virginia,2021-08-06,704664
Virginia,2021-08-07,704664
Virginia,2021-08-08,704664
Virginia,2021-08-09,709319
Virginia,2021-08-10,711078
Virginia,2021-08-11,713195
Virginia,2021-08-12,715556
Virginia,2021-08-13,717826
Virginia,2021-08-14,717826
Virginia,2021-08-15,717826
Virginia,2021-08-16,723727
Virginia,2021-08-17,725971
Virginia,2021-08-18,728523
Virginia,2021-08-19,731287
Virginia,2021-08-20,734079
Virginia,2021-08-21,734079
Virginia,2021-08-22,734079
Virginia,2021-08-23,741160
Virginia,2021-08-24,744187
Virginia,2021-08-25,747641
Virginia,2021-08-26,751133
Virginia,2021-08-27,754652
Virginia,2021-08-28,754652
Virginia,2021-08-29,754652
Virginia,2021-08-30,762948
Virginia,2021-08-31,766435
Virginia,2021-09-01,769842
Virginia,2021-09-02,774097
Virginia,2021-09-03,778167
Virginia,2021-09-04,778167
Virginia,2021-09-05,778167
Virginia,2021-09-06,786910
Virginia,2021-09-07,788917
Virginia,2021-09-08,793396
Virginia,2021-09-09,797348
Virginia,2021-09-10,801827
Virginia,2021-09-11,801827
Virginia,2021-09-12,801827
Virginia,2021-09-13,811079
Virginia,2021-09-14,814738
Virginia,2021-09-15,818804
Virginia,2021-09-16,822985
Virginia,2021-09-17,827197
Virginia,2021-09-18,827197
Virginia,2021-09-19,827197
Virginia,2021-09-20,836140
Virginia,2021-09-21,839475
Virginia,2021-09-22,843212
Virginia,2021-09-23,846979
Virginia,2021-09-24,849865
Virginia,2021-09-25,849865
Virginia,2021-09-26,849865
Virginia,2021-09-27,857852
Virginia,2021-09-28,860493
Virginia,2021-09-29,863644
Virginia,2021-09-30,866776
Virginia,2021-10-01,869328
Virginia,2021-10-02,869328
Virginia,2021-10-03,869328
Virginia,2021-10-04,877090
Virginia,2021-10-05,878518
Virginia,2021-10-06,882437
Virginia,2021-10-07,885323
Virginia,2021-10-08,888159
Virginia,2021-10-09,888159
Virginia,2021-10-10,888159
Virginia,2021-10-11,893607
Virginia,2021-10-12,895619
Virginia,2021-10-13,897978
Virginia,2021-10-14,900581
Virginia,2021-10-15,902938
Virginia,2021-10-16,902938
Virginia,2021-10-17,902938
Virginia,2021-10-18,907882
Virginia,2021-10-19,909499
Virginia,2021-10-20,911321
Virginia,2021-10-21,913100
Virginia,2021-10-22,914755
Virginia,2021-10-23,914755
Virginia,2021-10-24,914755
Virginia,2021-10-25,918700
Virginia,2021-10-26,919999
Virginia,2021-10-27,921630
Virginia,2021-10-28,923125
Virginia,2021-10-29,924771
Virginia,2021-10-30,924771
Virginia,2021-10-31,924771
Virginia,2021-11-01,927999
Virginia,2021-11-02,929244
Virginia,2021-11-03,930679
Virginia,2021-11-04,932173
Virginia,2021-11-05,933542
Virginia,2021-11-06,933542
Virginia,2021-11-07,933542
Virginia,2021-11-08,936928
Virginia,2021-11-09,938376
Virginia,2021-11-10,939783
Virginia,2021-11-11,941371
Virginia,2021-11-12,942837
Virginia,2021-11-13,942837
Virginia,2021-11-14,942837
Virginia,2021-11-15,946061
Virginia,2021-11-16,947271
Virginia,2021-11-17,949803
Virginia,2021-11-18,951698
Virginia,2021-11-19,953460
Virginia,2021-11-20,953460
Virginia,2021-11-21,953460
Virginia,2021-11-22,957570
Virginia,2021-11-23,959156
Virginia,2021-11-24,960691
Virginia,2021-11-25,962472
Virginia,2021-11-26,963739
Virginia,2021-11-27,963739
Virginia,2021-11-28,963739
Virginia,2021-11-29,967209
Virginia,2021-11-30,969116
Virginia,2021-12-01,971529
Virginia,2021-12-02,974001
Virginia,2021-12-03,976599
Virginia,2021-12-04,976599
Virginia,2021-12-05,976599
Virginia,2021-12-06,983055
Virginia,2021-12-07,985297
Virginia,2021-12-08,988147
Virginia,2021-12-09,991221
Virginia,2021-12-10,994069
Virginia,2021-12-11,994069
Virginia,2021-12-12,994069
Virginia,2021-12-13,1000694
